Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Dest. Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
basic_ca,12,"[[[[0.0, 0.0], 2.25], [[1.0, 1.0], 4.5], [[0.62500000005, 1.75], 0], [[1.0, 2.0], 2], [[2.0, 1.0], 3], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[1.8509514805930736, 0.6187184335594422], 2.75], [[2.0, 1.0], 6.25], [[1.0, 1.0], 2], [[3.0, 0.0], 1]], [[[0.0, 4.0], 2.25], [[1.0, 3.0], 3.25], [[1.2795084972508288, 3.5590169942929584], 0], [[1.75, 3.37499999995], 21.75], [[2.200693909308191, 3.3749999998945297], 0], [[2.0, 3.0], 4.5], [[1.0, 2.0], 2], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 5], [[1.0, 3.0], 2], [[1.5031152949598132, 3.6708203932052155], 0], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 1.0], 3], [[1.5, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 3], [[1.0, 3.0], 2], [[1.3749999999625, 2.0], 0], [[1.0, 1.0], 2], [[0.0, 2.0], 1]], [[[3.0, 2.0], 1], [[2.0, 3.0], 4], [[2.0, 1.0], 3], [[3.0, 2.0], 1]], [[[1.5, 4.0], 1], [[1.0, 3.0], 1], [[1.0, 2.0], 2], [[2.0, 3.0], 22.5], [[1.5, 4.0], 1]], [[[2.25, 0.0], 1], [[2.0, 1.0], 3], [[1.0, 2.0], 2], [[1.0, 1.0], 1], [[2.25, 0.0], 1]], [[[0.0, 3.0], 1], [[1.0, 3.0], 1], [[2.0, 3.0], 5.0], [[1.0, 2.0], 2], [[0.0, 3.0], 1]], [[[3.0, 3.0], 1], [[2.0, 3.0], 5], [[1.0, 3.0], 2], [[3.0, 3.0], 1]], [[[2.25, 4.0], 1], [[2.0, 3.0], 3], [[1.0, 2.0], 2], [[1.0, 3.0], 1], [[2.25, 4.0], 1]]]",220.59,46,12,5,29,61.759,18.75,0.304,66,158,51,0.902
,,,,,,,,,,,,,,
no_ca,16,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 3], [[1.0, 2.0], 4], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 2.0], 4], [[1.0, 1.0], 2], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 2], [[2.0, 3.0], 2], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 2], [[1.0, 3.0], 1], [[2.0, 2.0], 4], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[1.5, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 3], [[1.0, 3.0], 2], [[1.0, 1.0], 2], [[0.0, 2.0], 1]], [[[3.0, 2.0], 1], [[2.0, 2.0], 4], [[2.0, 3.0], 2], [[3.0, 2.0], 1]], [[[1.5, 4.0], 1], [[1.0, 3.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[2.0, 3.0], 1], [[1.5, 4.0], 1]], [[[2.25, 0.0], 1], [[2.0, 2.0], 3], [[1.0, 2.0], 2], [[1.0, 1.0], 1], [[2.25, 0.0], 1]], [[[0.0, 3.0], 1], [[1.0, 3.0], 2], [[2.0, 3.0], 2], [[1.0, 2.0], 3], [[0.0, 3.0], 1]], [[[3.0, 3.0], 1], [[2.0, 3.0], 2], [[1.0, 3.0], 1], [[2.0, 2.0], 4], [[3.0, 3.0], 1]], [[[2.25, 4.0], 1], [[2.0, 3.0], 1], [[2.0, 2.0], 3], [[1.0, 2.0], 2], [[1.0, 3.0], 1], [[2.25, 4.0], 1]], [[[0.75, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[0.75, 0.0], 1]], [[[0.0, 1.0], 1], [[1.0, 1.0], 3], [[1.0, 2.0], 4], [[0.0, 1.0], 1]], [[[3.0, 1.0], 1], [[2.0, 2.0], 4], [[1.0, 1.0], 2], [[3.0, 1.0], 1]], [[[0.75, 4.0], 1], [[1.0, 3.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[2.0, 3.0], 1], [[0.75, 4.0], 1]]]",260,168,38,25,105,82.078,87.25,1.063,85.5,138,62,2.71
pf_ca,16,Too many plans to display,240,1,1,0,0,549.676,0.5,0.001,557.5,148.5,2219,0
basic_ca,16,"[[[[0.0, 0.0], 4.0], [[1.0, 1.0], 29.5], [[1.0, 2.0], 4], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 2.0], 4.5], [[1.0, 1.0], 26.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 2], [[2.0, 3.0], 2], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 2], [[1.0, 3.0], 1], [[2.0, 2.0], 4], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[1.5, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 3], [[1.0, 3.0], 2], [[1.0, 1.0], 2], [[0.0, 2.0], 1]], [[[3.0, 2.0], 1], [[2.0, 2.0], 4], [[2.0, 3.0], 2], [[3.0, 2.0], 1]], [[[1.5, 4.0], 1], [[1.0, 3.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[2.0, 3.0], 1], [[1.5, 4.0], 1]], [[[2.25, 0.0], 1], [[2.0, 2.0], 3], [[1.0, 2.0], 2], [[1.0, 1.0], 1], [[2.25, 0.0], 1]], [[[0.0, 3.0], 1], [[1.0, 3.0], 2], [[2.0, 3.0], 2], [[1.0, 2.0], 3], [[0.0, 3.0], 1]], [[[3.0, 3.0], 1], [[2.0, 3.0], 2], [[1.0, 3.0], 1], [[2.0, 2.0], 4], [[3.0, 3.0], 1]], [[[2.25, 4.0], 1], [[2.0, 3.0], 1], [[2.0, 2.0], 3], [[1.0, 2.0], 2], [[1.0, 3.0], 1], [[2.25, 4.0], 1]], [[[0.75, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[0.75, 0.0], 1]], [[[0.0, 1.0], 1], [[1.0, 1.0], 3], [[1.0, 2.0], 4], [[0.0, 1.0], 1]], [[[3.0, 1.0], 1], [[2.0, 2.0], 4], [[1.0, 1.0], 2], [[3.0, 1.0], 1]], [[[0.75, 4.0], 1], [[1.0, 3.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 3], [[2.0, 3.0], 1], [[0.75, 4.0], 1]]]",430,157,31,24,102,82.078,80,0.975,85.5,192,62,2.532
,,,,,,,,,,,,,,
no_ca,1,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 8], [[1.0, 2.0], 17], [[2.0, 1.0], 2], [[0.0, 0.0], 1]]]",120.59,0,0,0,0,6.064,0,0,6.25,29,4,0
pf_ca,1,"[[[[0.0, 0.0], 1.0], [[0.171, 0.182], 0.0], [[0.336, 0.37], 0.0], [[0.507, 0.552], 0.0], [[0.683, 0.73], 0.0], [[0.856, 0.911], 0.0], [[1.0, 1.0], 8.0], [[1.003, 1.25], 0.0], [[1.033, 1.498], 0.0], [[1.038, 1.748], 0.0], [[1.05, 1.998], 0.0], [[1.0, 2.0], 17.0], [[1.197, 1.846], 0.0], [[1.38, 1.675], 0.0], [[1.546, 1.489], 0.0], [[1.72, 1.31], 0.0], [[1.837, 1.088], 0.0], [[2.0, 1.0], 2.0], [[1.779, 0.884], 0.0], [[1.548, 0.786], 0.0], [[1.315, 0.697], 0.0], [[1.097, 0.574], 0.0], [[0.873, 0.464], 0.0], [[0.655, 0.342], 0.0], [[0.436, 0.22], 0.0], [[0.216, 0.101], 0.0], [[0.0, 0.0], 1]]]",120.59,0,0,0,0,6.144,0,0,6.5,29,26,0
basic_ca,1,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 8], [[1.0, 2.0], 17], [[2.0, 1.0], 2], [[0.0, 0.0], 1]]]",120.59,0,0,0,0,6.064,0,0,6.25,29,4,0
,,,,,,,,,,,,,,
no_ca,2,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 5], [[1.0, 2.0], 1], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 1], [[1.0, 1.0], 5], [[3.0, 0.0], 1]]]",43.48,1,0,0,1,10.715,0.25,0.023,11,17,7,0.143
pf_ca,2,"[[[[0.0, 0.0], 1.0], [[0.181, 0.172], 0.0], [[0.382, 0.321], 0.0], [[0.536, 0.518], 0.0], [[0.7, 0.707], 0.0], [[0.856, 0.903], 0.0], [[1.0, 1.0], 5.0], [[1.225, 0.891], 0.0], [[1.351, 1.107], 0.0], [[1.462, 1.331], 0.0], [[1.479, 1.58], 0.0], [[1.323, 1.775], 0.0], [[1.255, 2.016], 0.0], [[1.005, 2.015], 0.0], [[1.0, 2.0], 1.0], [[1.189, 1.836], 0.0], [[1.359, 1.653], 0.0], [[1.597, 1.579], 0.0], [[1.841, 1.522], 0.0], [[1.869, 1.273], 0.0], [[1.968, 1.044], 0.0], [[2.0, 1.0], 1.0], [[1.762, 0.924], 0.0], [[1.733, 0.675], 0.0], [[1.574, 0.482], 0.0], [[1.461, 0.259], 0.0], [[1.211, 0.256], 0.0], [[0.962, 0.241], 0.0], [[0.712, 0.226], 0.0], [[0.467, 0.177], 0.0], [[0.23, 0.099], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.819, 0.172], 0.0], [[2.659, 0.365], 0.0], [[2.478, 0.537], 0.0], [[2.318, 0.729], 0.0], [[2.15, 0.914], 0.0], [[2.0, 1.0], 1.0], [[1.765, 0.915], 0.0], [[1.76, 1.165], 0.0], [[1.516, 1.107], 0.0], [[1.327, 0.945], 0.0], [[1.572, 0.895], 0.0], [[1.603, 1.143], 0.0], [[1.522, 1.379], 0.0], [[1.342, 1.205], 0.0], [[1.501, 1.399], 0.0], [[1.321, 1.572], 0.0], [[1.081, 1.504], 0.0], [[0.9, 1.677], 0.0], [[1.148, 1.708], 0.0], [[0.908, 1.638], 0.0], [[0.942, 1.39], 0.0], [[0.877, 1.632], 0.0], [[0.857, 1.382], 0.0], [[0.685, 1.201], 0.0], [[0.726, 0.954], 0.0], [[0.945, 0.835], 0.0], [[1.0, 1.0], 5.0], [[1.186, 1.167], 0.0], [[1.425, 1.241], 0.0], [[1.673, 1.215], 0.0], [[1.866, 1.055], 0.0], [[2.046, 0.882], 0.0], [[2.216, 0.699], 0.0], [[2.409, 0.541], 0.0], [[2.578, 0.356], 0.0], [[2.774, 0.2], 0.0], [[2.966, 0.04], 0.0], [[3.0, 0.0], 1]]]",43.48,0,0,0,0,16.395,0,0,17.25,17,69,0
basic_ca,2,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 5], [[1.0, 2.0], 1], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 4.5], [[1.0, 1.0], 5], [[3.0, 0.0], 1]]]",50,0,0,0,0,10.715,0,0,11,20.5,7,0
,,,,,,,,,,,,,,
no_ca,3,"[[[[0.0, 0.0], 1], [[1.0, 2.0], 4], [[2.0, 1.0], 3], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 5], [[2.0, 2.0], 1], [[1.0, 1.0], 1], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 7], [[2.0, 3.0], 7], [[1.0, 2.0], 5], [[0.0, 4.0], 1]]]",27.59,1,0,1,0,18.015,0.5,0.028,18.5,39,11,0.091
pf_ca,3,"[[[[0.0, 0.0], 1.0], [[0.153, 0.198], 0.0], [[0.243, 0.431], 0.0], [[0.372, 0.645], 0.0], [[0.474, 0.873], 0.0], [[0.565, 1.106], 0.0], [[0.708, 1.311], 0.0], [[0.809, 1.539], 0.0], [[0.876, 1.78], 0.0], [[1.015, 1.988], 0.0], [[1.0, 2.0], 4.0], [[1.17, 1.817], 0.0], [[1.358, 1.652], 0.0], [[1.376, 1.403], 0.0], [[1.436, 1.16], 0.0], [[1.684, 1.134], 0.0], [[1.92, 1.05], 0.0], [[2.0, 1.0], 3.0], [[1.838, 0.81], 0.0], [[1.74, 0.58], 0.0], [[1.594, 0.376], 0.0], [[1.433, 0.185], 0.0], [[1.211, 0.07], 0.0], [[0.961, 0.075], 0.0], [[0.712, 0.053], 0.0], [[0.464, 0.079], 0.0], [[0.215, 0.098], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.78, 0.118], 0.0], [[2.639, 0.325], 0.0], [[2.455, 0.494], 0.0], [[2.263, 0.654], 0.0], [[2.081, 0.825], 0.0], [[2.0, 1.0], 5.0], [[2.139, 1.208], 0.0], [[2.286, 1.41], 0.0], [[2.345, 1.653], 0.0], [[2.32, 1.901], 0.0], [[2.2, 2.121], 0.0], [[2.0, 2.0], 1.0], [[1.762, 1.923], 0.0], [[1.514, 1.892], 0.0], [[1.285, 1.793], 0.0], [[1.097, 1.627], 0.0], [[0.919, 1.452], 0.0], [[0.878, 1.206], 0.0], [[1.0, 1.0], 1.0], [[1.248, 1.028], 0.0], [[1.473, 1.137], 0.0], [[1.723, 1.118], 0.0], [[1.901, 0.943], 0.0], [[2.092, 0.782], 0.0], [[2.279, 0.616], 0.0], [[2.45, 0.433], 0.0], [[2.641, 0.272], 0.0], [[2.858, 0.147], 0.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.183, 3.829], 0.0], [[0.354, 3.647], 0.0], [[0.533, 3.473], 0.0], [[0.724, 3.312], 0.0], [[0.883, 3.119], 0.0], [[1.0, 3.0], 7.0], [[1.247, 2.958], 0.0], [[1.496, 2.954], 0.0], [[1.694, 3.107], 0.0], [[1.937, 3.049], 0.0], [[2.0, 3.0], 7.0], [[1.829, 2.817], 0.0], [[1.627, 2.67], 0.0], [[1.465, 2.48], 0.0], [[1.308, 2.286], 0.0], [[1.188, 2.066], 0.0], [[1.0, 2.0], 5.0], [[0.888, 2.223], 0.0], [[0.791, 2.454], 0.0], [[0.656, 2.665], 0.0], [[0.555, 2.893], 0.0], [[0.433, 3.111], 0.0], [[0.31, 3.329], 0.0], [[0.192, 3.549], 0.0], [[0.105, 3.784], 0.0], [[0.0, 4.0], 1]]]",27.59,0,0,0,0,19.654,0,0,20.5,39,82,0
basic_ca,3,"[[[[0.0, 0.0], 1], [[1.0, 2.0], 4], [[2.0, 1.0], 3], [[1.4968847050401866, 0.32917960679478436], 0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 5], [[2.0, 2.0], 1], [[1.0, 1.0], 1], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 7], [[2.0, 3.0], 7], [[1.0, 2.0], 5], [[0.0, 4.0], 1]]]",27.59,0,0,0,0,18.15,0,0,19,39,12,0
,,,,,,,,,,,,,,
no_ca,4,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 2], [[2.0, 2.0], 2], [[1.0, 1.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 1], [[2.0, 3.0], 5], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 6], [[1.0, 3.0], 1], [[2.0, 2.0], 2], [[3.0, 4.0], 1]]]",6.45,1,0,0,1,24.258,0.25,0.01,25,39,16,0.062
pf_ca,4,"[[[[0.0, 0.0], 1.0], [[0.187, 0.166], 0.0], [[0.389, 0.314], 0.0], [[0.577, 0.478], 0.0], [[0.786, 0.615], 0.0], [[0.889, 0.843], 0.0], [[1.0, 1.0], 2.0], [[0.908, 1.233], 0.0], [[0.778, 1.446], 0.0], [[0.83, 1.691], 0.0], [[1.0, 1.874], 0.0], [[1.0, 2.0], 3.0], [[1.195, 1.844], 0.0], [[1.439, 1.79], 0.0], [[1.683, 1.732], 0.0], [[1.886, 1.588], 0.0], [[2.077, 1.426], 0.0], [[2.188, 1.202], 0.0], [[2.143, 0.956], 0.0], [[2.0, 1.0], 1.0], [[1.9, 0.771], 0.0], [[1.785, 0.549], 0.0], [[1.632, 0.351], 0.0], [[1.448, 0.182], 0.0], [[1.279, -0.002], 0.0], [[1.059, -0.121], 0.0], [[0.809, -0.116], 0.0], [[0.563, -0.072], 0.0], [[0.326, 0.008], 0.0], [[0.076, -0.005], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.828, 0.181], 0.0], [[2.674, 0.379], 0.0], [[2.528, 0.581], 0.0], [[2.356, 0.763], 0.0], [[2.145, 0.897], 0.0], [[2.0, 1.0], 2.0], [[2.114, 1.223], 0.0], [[2.055, 1.466], 0.0], [[2.159, 1.693], 0.0], [[2.163, 1.943], 0.0], [[2.0, 2.0], 2.0], [[1.93, 1.76], 0.0], [[1.853, 1.522], 0.0], [[1.775, 1.285], 0.0], [[1.663, 1.061], 0.0], [[1.499, 0.873], 0.0], [[1.249, 0.874], 0.0], [[1.009, 0.946], 0.0], [[1.0, 1.0], 3.0], [[1.234, 1.087], 0.0], [[1.481, 1.046], 0.0], [[1.723, 0.984], 0.0], [[1.928, 0.841], 0.0], [[2.136, 0.701], 0.0], [[2.346, 0.565], 0.0], [[2.539, 0.407], 0.0], [[2.696, 0.213], 0.0], [[2.906, 0.077], 0.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.171, 3.818], 0.0], [[0.347, 3.64], 0.0], [[0.528, 3.468], 0.0], [[0.715, 3.302], 0.0], [[0.915, 3.151], 0.0], [[1.0, 3.0], 1.0], [[1.243, 2.942], 0.0], [[1.48, 3.024], 0.0], [[1.67, 3.186], 0.0], [[1.471, 3.337], 0.0], [[1.697, 3.231], 0.0], [[1.468, 3.331], 0.0], [[1.713, 3.38], 0.0], [[1.576, 3.588], 0.0], [[1.501, 3.35], 0.0], [[1.743, 3.414], 0.0], [[1.645, 3.644], 0.0], [[1.741, 3.413], 0.0], [[1.755, 3.663], 0.0], [[1.856, 3.434], 0.0], [[1.745, 3.21], 0.0], [[1.54, 3.353], 0.0], [[1.644, 3.58], 0.0], [[1.893, 3.608], 0.0], [[2.14, 3.574], 0.0], [[2.141, 3.824], 0.0], [[2.176, 3.577], 0.0], [[2.202, 3.328], 0.0], [[2.286, 3.093], 0.0], [[2.043, 3.034], 0.0], [[2.0, 3.0], 5.0], [[1.813, 2.835], 0.0], [[1.658, 2.638], 0.0], [[1.446, 2.505], 0.0], [[1.298, 2.304], 0.0], [[1.135, 2.114], 0.0], [[1.0, 2.0], 3.0], [[0.877, 2.218], 0.0], [[0.757, 2.437], 0.0], [[0.66, 2.667], 0.0], [[0.552, 2.893], 0.0], [[0.467, 3.128], 0.0], [[0.357, 3.353], 0.0], [[0.21, 3.555], 0.0], [[0.087, 3.772], 0.0], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1.0], [[2.818, 3.828], 0.0], [[2.669, 3.628], 0.0], [[2.504, 3.44], 0.0], [[2.345, 3.247], 0.0], [[2.155, 3.084], 0.0], [[2.0, 3.0], 6.0], [[1.813, 2.834], 0.0], [[1.581, 2.741], 0.0], [[1.351, 2.839], 0.0], [[1.11, 2.908], 0.0], [[1.0, 3.0], 1.0], [[1.087, 2.766], 0.0], [[1.108, 2.516], 0.0], [[1.232, 2.3], 0.0], [[1.38, 2.098], 0.0], [[1.625, 2.049], 0.0], [[1.849, 2.161], 0.0], [[2.0, 2.0], 2.0], [[2.195, 2.157], 0.0], [[2.434, 2.229], 0.0], [[2.607, 2.41], 0.0], [[2.67, 2.652], 0.0], [[2.714, 2.898], 0.0], [[2.757, 3.144], 0.0], [[2.865, 3.37], 0.0], [[2.867, 3.62], 0.0], [[2.888, 3.869], 0.0], [[3.0, 4.0], 1]]]",6.45,0,0,0,0,31.684,0,0,33.25,39,133,0
basic_ca,4,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 2], [[2.0, 2.0], 2], [[1.0, 1.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 5.5], [[1.75, 3.37499999995], 0], [[2.0, 3.0], 5], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 6], [[1.0, 3.0], 1], [[2.0, 2.0], 2], [[3.0, 4.0], 1]]]",14.52,0,0,0,0,24.547,0,0,25.5,43.5,17,0
,,,,,,,,,,,,,,
no_ca,5,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 1], [[2.0, 1.0], 4], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 2], [[2.0, 2.0], 3], [[1.0, 1.0], 1], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 2], [[2.0, 3.0], 6], [[1.0, 2.0], 2], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 4], [[1.0, 3.0], 1], [[2.0, 2.0], 4], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 1], [[2.0, 2.0], 3], [[2.0, 1.0], 2], [[1.5, 0.0], 1]]]",5.41,7,3,0,4,29.494,3,0.102,30.5,49,21,0.333
