Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
basic_ca,16,"[[[[0.0, 0.0], 1], [[4.0, 1.0], 1.5], [[5.0, 4.0], 1], [[4.0, 4.0], 1], [[5.0, 6.0], 1], [[4.0, 3.0], 1], [[0.0, 0.0], 1]], [[[11.0, 0.0], 1.75], [[7.7200895591551095, 4.737648414565162], 2.0], [[8.0, 5.0], 1.5], [[8.0, 3.0], 1], [[8.0, 4.0], 1], [[8.123373222966165, 2.9391493753469264], 0], [[7.685994754251211, 2.7333012569597526], 0], [[6.96350976719348, 2.248910911094863], 0], [[6.006908483497755, 1.7266299890168764], 0], [[4.624999999995, 1.0000000000066667], 0.5], [[4.0, 1.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1.5], [[8.0, 5.0], 1], [[8.0, 4.0], 1], [[8.0, 3.0], 1], [[4.0, 1.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1], [[1.0, 9.0], 1], [[5.0, 6.0], 1], [[6.0, 9.0], 1], [[0.0, 8.25], 1]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]], [[[2.75, 0.0], 1], [[4.0, 3.0], 1], [[4.0, 4.0], 1], [[5.0, 4.0], 1], [[8.0, 1.0], 1], [[8.0, 3.0], 1], [[4.0, 1.0], 1], [[2.75, 0.0], 1]], [[[0.0, 2.75], 1.5], [[4.0, 3.0], 1], [[4.0, 4.0], 1], [[5.0, 6.0], 1], [[5.0, 4.0], 1], [[4.0, 1.0], 1], [[0.0, 2.75], 1]], [[[11.0, 2.75], 1], [[8.0, 3.0], 2.0], [[7.625000000021428, 4.75], 0], [[8.0, 5.0], 1], [[7.0, 7.0], 2.0], [[8.0, 4.0], 1], [[11.0, 2.75], 1]], [[[2.75, 11.0], 2]]]",93.39,0,0,0,0,120.138,0,0,123.75,70.25,45,0
,,,,,,,,,,,,,,
no_ca,1,"[[[[0.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,2,0,0
pf_ca,1,"[[[[0.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,2,0,0
basic_ca,1,"[[[[0.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,2,0,0
,,,,,,,,,,,,,,
no_ca,2,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,4,0,0
pf_ca,2,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,4,0,0
basic_ca,2,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,4,0,0
,,,,,,,,,,,,,,
no_ca,3,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,6,0,0
pf_ca,3,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,6,0,0
basic_ca,3,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,6,0,0
,,,,,,,,,,,,,,
no_ca,4,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,8,0,0
pf_ca,4,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,8,0,0
basic_ca,4,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,8,0,0
,,,,,,,,,,,,,,
no_ca,5,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,10,0,0
pf_ca,5,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,10,0,0
basic_ca,5,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,10,0,0
,,,,,,,,,,,,,,
no_ca,6,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 1], [[3.0, 1.0], 1], [[4.0, 1.0], 1], [[2.0, 6.0], 1], [[0.0, 0.0], 1]], [[[11.0, 0.0], 1], [[9.0, 4.0], 1], [[8.0, 6.0], 1], [[4.0, 1.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]]]",98.68,0,0,0,0,36.306,0,0,37,19,9,0
pf_ca,6,"[[[[0.0, 0.0], 1.0], [[0.188, 0.165], 0.0], [[0.332, 0.369], 0.0], [[0.559, 0.474], 0.0], [[0.676, 0.694], 0.0], [[0.838, 0.885], 0.0], [[1.0, 1.0], 1.0], [[1.248, 0.971], 0.0], [[1.497, 0.995], 0.0], [[1.747, 0.992], 0.0], [[1.994, 1.031], 0.0], [[2.244, 1.048], 0.0], [[2.494, 1.048], 0.0], [[2.743, 1.033], 0.0], [[2.99, 1.074], 0.0], [[3.0, 1.0], 1.0], [[3.25, 1.011], 0.0], [[3.5, 1.016], 0.0], [[3.75, 1.021], 0.0], [[3.999, 1.038], 0.0], [[4.0, 1.0], 1.0], [[3.883, 1.221], 0.0], [[3.757, 1.437], 0.0], [[3.681, 1.675], 0.0], [[3.553, 1.89], 0.0], [[3.44, 2.113], 0.0], [[3.369, 2.353], 0.0], [[3.257, 2.576], 0.0], [[3.142, 2.798], 0.0], [[3.083, 3.041], 0.0], [[3.021, 3.283], 0.0], [[2.938, 3.519], 0.0], [[2.851, 3.753], 0.0], [[2.757, 3.985], 0.0], [[2.7, 4.228], 0.0], [[2.566, 4.44], 0.0], [[2.487, 4.677], 0.0], [[2.407, 4.914], 0.0], [[2.319, 5.148], 0.0], [[2.24, 5.385], 0.0], [[2.169, 5.625], 0.0], [[2.071, 5.854], 0.0], [[2.0, 6.0], 1.0], [[1.951, 5.755], 0.0], [[1.862, 5.521], 0.0], [[1.755, 5.295], 0.0], [[1.699, 5.051], 0.0], [[1.644, 4.808], 0.0], [[1.557, 4.573], 0.0], [[1.467, 4.34], 0.0], [[1.387, 4.103], 0.0], [[1.312, 3.865], 0.0], [[1.216, 3.634], 0.0], [[1.155, 3.392], 0.0], [[1.085, 3.152], 0.0], [[1.031, 2.907], 0.0], [[0.936, 2.676], 0.0], [[0.86, 2.438], 0.0], [[0.779, 2.202], 0.0], [[0.75, 1.953], 0.0], [[0.666, 1.718], 0.0], [[0.545, 1.499], 0.0], [[0.452, 1.267], 0.0], [[0.393, 1.024], 0.0], [[0.326, 0.783], 0.0], [[0.269, 0.54], 0.0], [[0.172, 0.309], 0.0], [[0.12, 0.065], 0.0], [[0.0, 0.0], 1]], [[[11.0, 0.0], 1.0], [[10.903, 0.23], 0.0], [[10.802, 0.459], 0.0], [[10.691, 0.683], 0.0], [[10.539, 0.882], 0.0], [[10.429, 1.106], 0.0], [[10.325, 1.334], 0.0], [[10.199, 1.55], 0.0], [[10.082, 1.77], 0.0], [[9.952, 1.984], 0.0], [[9.871, 2.22], 0.0], [[9.753, 2.441], 0.0], [[9.653, 2.67], 0.0], [[9.551, 2.898], 0.0], [[9.433, 3.119], 0.0], [[9.324, 3.344], 0.0], [[9.255, 3.584], 0.0], [[9.099, 3.779], 0.0], [[9.0, 4.0], 1.0], [[8.874, 4.216], 0.0], [[8.764, 4.441], 0.0], [[8.672, 4.673], 0.0], [[8.547, 4.89], 0.0], [[8.4, 5.091], 0.0], [[8.273, 5.307], 0.0], [[8.176, 5.537], 0.0], [[8.041, 5.747], 0.0], [[7.972, 5.988], 0.0], [[8.0, 6.0], 1.0], [[7.85, 5.8], 0.0], [[7.707, 5.595], 0.0], [[7.536, 5.413], 0.0], [[7.384, 5.214], 0.0], [[7.214, 5.031], 0.0], [[7.042, 4.85], 0.0], [[6.908, 4.639], 0.0], [[6.707, 4.489], 0.0], [[6.543, 4.301], 0.0], [[6.43, 4.078], 0.0], [[6.265, 3.89], 0.0], [[6.093, 3.709], 0.0], [[5.965, 3.494], 0.0], [[5.808, 3.299], 0.0], [[5.686, 3.081], 0.0], [[5.551, 2.871], 0.0], [[5.404, 2.668], 0.0], [[5.22, 2.499], 0.0], [[5.058, 2.309], 0.0], [[4.89, 2.124], 0.0], [[4.723, 1.938], 0.0], [[4.549, 1.758], 0.0], [[4.42, 1.544], 0.0], [[4.246, 1.364], 0.0], [[4.109, 1.156], 0.0], [[4.0, 1.0], 1.0], [[4.245, 0.949], 0.0], [[4.49, 0.902], 0.0], [[4.737, 0.861], 0.0], [[4.977, 0.79], 0.0], [[5.151, 0.969], 0.0], [[5.372, 1.086], 0.0], [[5.603, 1.182], 0.0], [[5.843, 1.112], 0.0], [[6.082, 1.04], 0.0], [[6.321, 0.967], 0.0], [[6.566, 0.915], 0.0], [[6.814, 0.886], 0.0], [[7.061, 0.849], 0.0], [[7.309, 0.813], 0.0], [[7.545, 0.733], 0.0], [[7.793, 0.698], 0.0], [[8.042, 0.678], 0.0], [[8.285, 0.618], 0.0], [[8.525, 0.551], 0.0], [[8.775, 0.543], 0.0], [[9.011, 0.459], 0.0], [[9.255, 0.407], 0.0], [[9.497, 0.341], 0.0], [[9.741, 0.288], 0.0], [[9.988, 0.251], 0.0], [[10.234, 0.205], 0.0], [[10.469, 0.119], 0.0], [[10.713, 0.068], 0.0], [[10.472, 0.135], 0.0], [[10.722, 0.127], 0.0], [[10.629, 0.359], 0.0], [[10.804, 0.181], 0.0], [[10.588, 0.307], 0.0], [[10.779, 0.146], 0.0], [[10.807, 0.394], 0.0], [[10.891, 0.159], 0.0], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]]]",98.68,0,0,0,0,38.762,0,0,39.75,19,159,0
basic_ca,6,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 1], [[3.0, 1.0], 1], [[4.0, 1.0], 1], [[2.0, 6.0], 1], [[0.0, 0.0], 1]], [[[11.0, 0.0], 1], [[9.0, 4.0], 1], [[8.0, 6.0], 1], [[4.0, 1.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]]]",98.68,0,0,0,0,36.306,0,0,37,19,9,0
,,,,,,,,,,,,,,
no_ca,8,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,16,0,0
pf_ca,8,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,16,0,0
basic_ca,8,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,16,0,0
,,,,,,,,,,,,,,
no_ca,10,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 1], [[10.0, 2.0], 1], [[10.0, 3.0], 1], [[7.0, 6.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 1], [[7.0, 6.0], 1], [[9.0, 6.0], 1], [[6.0, 10.0], 1], [[11.0, 11.0], 1]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 1], [[7.0, 6.0], 1], [[10.0, 2.0], 1], [[10.0, 3.0], 1], [[11.0, 5.5], 1]], [[[5.5, 11.0], 1], [[3.0, 10.0], 1], [[3.0, 8.0], 1], [[7.0, 6.0], 1], [[3.0, 6.0], 1], [[2.0, 7.0], 1], [[5.5, 11.0], 1]], [[[8.25, 0.0], 1], [[10.0, 2.0], 1], [[10.0, 3.0], 1], [[7.0, 6.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1], [[3.0, 10.0], 1], [[3.0, 8.0], 1], [[2.0, 7.0], 1], [[2.0, 4.0], 1], [[3.0, 6.0], 1], [[4.0, 5.0], 1], [[0.0, 8.25], 1]]]",95.44,10,3,0,7,98.53,3.75,0.038,100,43,29,0.345
