Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
pf_ca,10,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 1.0], [[10.899, 0.229], 0.0], [[10.756, 0.434], 0.0], [[10.61, 0.637], 0.0], [[10.5, 0.861], 0.0], [[10.381, 1.081], 0.0], [[10.309, 1.32], 0.0], [[10.241, 1.561], 0.0], [[10.129, 1.785], 0.0], [[10.368, 1.858], 0.0], [[10.17, 2.01], 0.0], [[10.0, 2.0], 1.0], [[10.176, 2.178], 0.0], [[10.285, 2.403], 0.0], [[10.296, 2.653], 0.0], [[10.239, 2.896], 0.0], [[10.328, 3.13], 0.0], [[10.083, 3.078], 0.0], [[10.0, 3.0], 1.0], [[9.923, 3.238], 0.0], [[9.819, 3.465], 0.0], [[9.69, 3.679], 0.0], [[9.562, 3.894], 0.0], [[9.387, 4.072], 0.0], [[9.191, 4.227], 0.0], [[9.071, 4.447], 0.0], [[8.846, 4.556], 0.0], [[8.674, 4.738], 0.0], [[8.427, 4.778], 0.0], [[8.186, 4.843], 0.0], [[7.963, 4.955], 0.0], [[7.724, 5.028], 0.0], [[7.496, 5.131], 0.0], [[7.376, 5.351], 0.0], [[7.246, 5.564], 0.0], [[7.164, 5.8], 0.0], [[7.217, 6.045], 0.0], [[7.0, 6.0], 1.0], [[7.199, 5.849], 0.0], [[7.419, 5.729], 0.0], [[7.653, 5.642], 0.0], [[7.883, 5.544], 0.0], [[8.056, 5.364], 0.0], [[8.199, 5.158], 0.0], [[8.313, 4.936], 0.0], [[8.457, 4.732], 0.0], [[8.567, 4.507], 0.0], [[8.707, 4.3], 0.0], [[8.805, 4.07], 0.0], [[8.891, 3.835], 0.0], [[8.99, 3.606], 0.0], [[9.047, 3.362], 0.0], [[9.161, 3.139], 0.0], [[9.282, 2.921], 0.0], [[9.377, 2.69], 0.0], [[9.504, 2.474], 0.0], [[9.595, 2.241], 0.0], [[9.725, 2.028], 0.0], [[9.873, 1.827], 0.0], [[9.996, 1.609], 0.0], [[10.132, 1.399], 0.0], [[10.257, 1.183], 0.0], [[10.405, 0.981], 0.0], [[10.533, 0.767], 0.0], [[10.692, 0.574], 0.0], [[10.846, 0.377], 0.0], [[10.914, 0.136], 0.0], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 1.0], [[10.848, 10.802], 0.0], [[10.719, 10.587], 0.0], [[10.567, 10.389], 0.0], [[10.43, 10.18], 0.0], [[10.258, 9.998], 0.0], [[10.141, 9.777], 0.0], [[9.995, 9.575], 0.0], [[9.802, 9.415], 0.0], [[9.665, 9.206], 0.0], [[9.49, 9.028], 0.0], [[9.325, 8.84], 0.0], [[9.148, 8.663], 0.0], [[9.004, 8.459], 0.0], [[8.839, 8.272], 0.0], [[8.655, 8.102], 0.0], [[8.493, 7.911], 0.0], [[8.369, 7.695], 0.0], [[8.241, 7.48], 0.0], [[8.063, 7.304], 0.0], [[7.903, 7.112], 0.0], [[7.779, 6.895], 0.0], [[7.646, 6.683], 0.0], [[7.424, 6.567], 0.0], [[7.186, 6.491], 0.0], [[7.018, 6.306], 0.0], [[6.911, 6.08], 0.0], [[7.0, 6.0], 1.0], [[7.248, 6.031], 0.0], [[7.498, 6.019], 0.0], [[7.747, 6.036], 0.0], [[7.98, 6.127], 0.0], [[8.221, 6.193], 0.0], [[8.454, 6.283], 0.0], [[8.697, 6.225], 0.0], [[8.916, 6.104], 0.0], [[9.0, 6.0], 1.0], [[8.833, 6.186], 0.0], [[8.726, 6.412], 0.0], [[8.61, 6.634], 0.0], [[8.538, 6.873], 0.0], [[8.454, 7.108], 0.0], [[8.321, 7.32], 0.0], [[8.18, 7.527], 0.0], [[8.042, 7.735], 0.0], [[7.85, 7.895], 0.0], [[7.642, 8.033], 0.0], [[7.505, 8.243], 0.0], [[7.33, 8.421], 0.0], [[7.159, 8.604], 0.0], [[6.971, 8.768], 0.0], [[6.799, 8.949], 0.0], [[6.64, 9.142], 0.0], [[6.522, 9.362], 0.0], [[6.36, 9.554], 0.0], [[6.194, 9.74], 0.0], [[6.07, 9.957], 0.0], [[6.0, 10.0], 1.0], [[6.243, 10.057], 0.0], [[6.489, 10.103], 0.0], [[6.728, 10.176], 0.0], [[6.976, 10.206], 0.0], [[7.226, 10.196], 0.0], [[7.476, 10.209], 0.0], [[7.724, 10.238], 0.0], [[7.958, 10.327], 0.0], [[8.204, 10.373], 0.0], [[8.437, 10.461], 0.0], [[8.687, 10.463], 0.0], [[8.937, 10.477], 0.0], [[9.173, 10.56], 0.0], [[9.423, 10.566], 0.0], [[9.672, 10.579], 0.0], [[9.911, 10.653], 0.0], [[10.13, 10.774], 0.0], [[10.368, 10.85], 0.0], [[10.612, 10.903], 0.0], [[10.862, 10.924], 0.0], [[11.0, 11.0], 1]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 1.0], [[10.75, 5.506], 0.0], [[10.5, 5.496], 0.0], [[10.251, 5.512], 0.0], [[10.002, 5.532], 0.0], [[9.76, 5.597], 0.0], [[9.512, 5.629], 0.0], [[9.262, 5.64], 0.0], [[9.013, 5.662], 0.0], [[8.766, 5.697], 0.0], [[8.516, 5.71], 0.0], [[8.273, 5.766], 0.0], [[8.025, 5.799], 0.0], [[7.782, 5.858], 0.0], [[7.534, 5.891], 0.0], [[7.294, 5.961], 0.0], [[7.045, 5.985], 0.0], [[7.0, 6.0], 1.0], [[7.042, 5.753], 0.0], [[7.111, 5.513], 0.0], [[7.203, 5.281], 0.0], [[7.324, 5.062], 0.0], [[7.47, 4.859], 0.0], [[7.609, 4.651], 0.0], [[7.75, 4.445], 0.0], [[7.924, 4.265], 0.0], [[8.02, 4.035], 0.0], [[8.094, 3.796], 0.0], [[8.16, 3.555], 0.0], [[8.225, 3.313], 0.0], [[8.351, 3.097], 0.0], [[8.518, 2.912], 0.0], [[8.68, 2.721], 0.0], [[8.902, 2.607], 0.0], [[9.124, 2.491], 0.0], [[9.342, 2.369], 0.0], [[9.55, 2.23], 0.0], [[9.759, 2.093], 0.0], [[10.003, 2.041], 0.0], [[10.0, 2.0], 1.0], [[9.956, 2.246], 0.0], [[9.912, 2.492], 0.0], [[9.971, 2.735], 0.0], [[9.969, 2.985], 0.0], [[10.0, 3.0], 1.0], [[10.094, 3.232], 0.0], [[10.157, 3.474], 0.0], [[10.311, 3.671], 0.0], [[10.481, 3.854], 0.0], [[10.595, 4.076], 0.0], [[10.709, 4.299], 0.0], [[10.728, 4.548], 0.0], [[10.805, 4.786], 0.0], [[10.835, 5.034], 0.0], [[10.945, 5.258], 0.0], [[11.0, 5.5], 1]], [[[5.5, 11.0], 1.0], [[5.273, 10.895], 0.0], [[5.037, 10.814], 0.0], [[4.815, 10.697], 0.0], [[4.588, 10.593], 0.0], [[4.364, 10.482], 0.0], [[4.14, 10.371], 0.0], [[3.896, 10.317], 0.0], [[3.671, 10.209], 0.0], [[3.438, 10.117], 0.0], [[3.218, 9.999], 0.0], [[3.0, 10.0], 1.0], [[3.23, 9.903], 0.0], [[3.399, 9.719], 0.0], [[3.509, 9.494], 0.0], [[3.541, 9.246], 0.0], [[3.462, 9.009], 0.0], [[3.37, 8.776], 0.0], [[3.303, 8.535], 0.0], [[3.201, 8.307], 0.0], [[3.137, 8.065], 0.0], [[3.0, 8.0], 1.0], [[3.062, 7.758], 0.0], [[3.247, 7.59], 0.0], [[3.425, 7.414], 0.0], [[3.624, 7.264], 0.0], [[3.833, 7.126], 0.0], [[4.062, 7.026], 0.0], [[4.294, 6.932], 0.0], [[4.531, 6.852], 0.0], [[4.775, 6.797], 0.0], [[5.011, 6.716], 0.0], [[5.244, 6.626], 0.0], [[5.475, 6.528], 0.0], [[5.709, 6.443], 0.0], [[5.94, 6.347], 0.0], [[6.19, 6.339], 0.0], [[6.437, 6.303], 0.0], [[6.375, 6.545], 0.0], [[6.571, 6.39], 0.0], [[6.341, 6.489], 0.0], [[6.574, 6.397], 0.0], [[6.72, 6.194], 0.0], [[6.886, 6.007], 0.0], [[7.0, 6.0], 1.0], [[6.855, 6.204], 0.0], [[6.687, 6.389], 0.0], [[6.46, 6.493], 0.0], [[6.217, 6.552], 0.0], [[5.967, 6.566], 0.0], [[5.719, 6.539], 0.0], [[5.471, 6.506], 0.0], [[5.237, 6.416], 0.0], [[4.989, 6.392], 0.0], [[4.747, 6.326], 0.0], [[4.5, 6.292], 0.0], [[4.28, 6.173], 0.0], [[4.03, 6.162], 0.0], [[3.78, 6.152], 0.0], [[3.532, 6.125], 0.0], [[3.301, 6.028], 0.0], [[3.062, 6.101], 0.0], [[3.0, 6.0], 1.0], [[3.176, 6.177], 0.0], [[3.178, 6.427], 0.0], [[3.12, 6.671], 0.0], [[2.879, 6.737], 0.0], [[2.658, 6.854], 0.0], [[2.408, 6.864], 0.0], [[2.172, 6.945], 0.0], [[2.0, 7.0], 1.0], [[2.174, 7.18], 0.0], [[2.347, 7.36], 0.0], [[2.541, 7.518], 0.0], [[2.726, 7.686], 0.0], [[2.915, 7.85], 0.0], [[3.064, 8.051], 0.0], [[3.229, 8.239], 0.0], [[3.372, 8.443], 0.0], [[3.52, 8.645], 0.0], [[3.67, 8.845], 0.0], [[3.847, 9.021], 0.0], [[4.007, 9.213], 0.0], [[4.155, 9.415], 0.0], [[4.321, 9.602], 0.0], [[4.451, 9.815], 0.0], [[4.592, 10.022], 0.0], [[4.78, 10.187], 0.0], [[4.924, 10.391], 0.0], [[5.1, 10.569], 0.0], [[5.269, 10.753], 0.0], [[5.491, 10.869], 0.0], [[5.5, 11.0], 1]], [[[8.25, 0.0], 1.0], [[8.413, 0.19], 0.0], [[8.579, 0.377], 0.0], [[8.756, 0.553], 0.0], [[8.909, 0.75], 0.0], [[8.948, 0.997], 0.0], [[8.998, 1.242], 0.0], [[9.157, 1.435], 0.0], [[9.338, 1.608], 0.0], [[9.492, 1.804], 0.0], [[9.649, 1.999], 0.0], [[9.411, 1.924], 0.0], [[9.264, 1.722], 0.0], [[9.468, 1.866], 0.0], [[9.286, 1.694], 0.0], [[9.508, 1.809], 0.0], [[9.586, 2.046], 0.0], [[9.727, 1.84], 0.0], [[9.929, 1.988], 0.0], [[10.0, 2.0], 1.0], [[9.894, 2.227], 0.0], [[9.809, 2.461], 0.0], [[9.828, 2.212], 0.0], [[9.884, 2.456], 0.0], [[10.006, 2.674], 0.0], [[10.019, 2.923], 0.0], [[10.0, 3.0], 1.0], [[9.82, 3.173], 0.0], [[9.71, 3.398], 0.0], [[9.615, 3.629], 0.0], [[9.505, 3.854], 0.0], [[9.329, 4.031], 0.0], [[9.159, 4.214], 0.0], [[8.958, 4.363], 0.0], [[8.741, 4.488], 0.0], [[8.51, 4.582], 0.0], [[8.272, 4.659], 0.0], [[8.03, 4.724], 0.0], [[7.876, 4.92], 0.0], [[7.697, 5.095], 0.0], [[7.601, 5.326], 0.0], [[7.359, 5.39], 0.0], [[7.427, 5.15], 0.0], [[7.487, 4.907], 0.0], [[7.237, 4.892], 0.0], [[6.993, 4.837], 0.0], [[6.781, 4.969], 0.0], [[6.598, 5.139], 0.0], [[6.604, 5.389], 0.0], [[6.793, 5.553], 0.0], [[7.026, 5.643], 0.0], [[7.155, 5.857], 0.0], [[7.0, 6.0], 1.0], [[7.043, 5.754], 0.0], [[7.11, 5.513], 0.0], [[7.144, 5.265], 0.0], [[7.193, 5.02], 0.0], [[7.288, 4.789], 0.0], [[7.368, 4.552], 0.0], [[7.398, 4.304], 0.0], [[7.399, 4.054], 0.0], [[7.463, 3.812], 0.0], [[7.462, 3.562], 0.0], [[7.519, 3.319], 0.0], [[7.579, 3.076], 0.0], [[7.63, 2.831], 0.0], [[7.723, 2.599], 0.0], [[7.724, 2.349], 0.0], [[7.803, 2.112], 0.0], [[7.899, 1.881], 0.0], [[7.953, 1.637], 0.0], [[7.983, 1.389], 0.0], [[8.06, 1.151], 0.0], [[8.051, 0.901], 0.0], [[8.07, 0.652], 0.0], [[8.124, 0.408], 0.0], [[8.189, 0.167], 0.0], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1.0], [[0.194, 8.407], 0.0], [[0.415, 8.524], 0.0], [[0.637, 8.639], 0.0], [[0.849, 8.772], 0.0], [[1.081, 8.864], 0.0], [[1.3, 8.986], 0.0], [[1.493, 9.145], 0.0], [[1.714, 9.261], 0.0], [[1.934, 9.381], 0.0], [[2.148, 9.509], 0.0], [[2.395, 9.55], 0.0], [[2.251, 9.755], 0.0], [[2.473, 9.87], 0.0], [[2.288, 9.702], 0.0], [[2.507, 9.822], 0.0], [[2.703, 9.977], 0.0], [[2.908, 10.12], 0.0], [[3.0, 10.0], 1.0], [[3.026, 9.751], 0.0], [[3.045, 9.502], 0.0], [[3.054, 9.252], 0.0], [[3.055, 9.002], 0.0], [[2.946, 8.777], 0.0], [[2.929, 8.528], 0.0], [[3.148, 8.408], 0.0], [[2.898, 8.424], 0.0], [[3.064, 8.237], 0.0], [[3.0, 8.0], 1.0], [[2.837, 7.811], 0.0], [[2.667, 7.627], 0.0], [[2.462, 7.484], 0.0], [[2.258, 7.34], 0.0], [[2.137, 7.121], 0.0], [[2.0, 7.0], 1.0], [[2.064, 6.758], 0.0], [[2.031, 6.511], 0.0], [[2.003, 6.262], 0.0], [[2.004, 6.012], 0.0], [[1.977, 5.764], 0.0], [[1.965, 5.514], 0.0], [[1.985, 5.265], 0.0], [[1.994, 5.015], 0.0], [[2.005, 4.765], 0.0], [[2.011, 4.515], 0.0], [[1.981, 4.267], 0.0], [[2.07, 4.033], 0.0], [[2.0, 4.0], 1.0], [[2.135, 4.21], 0.0], [[2.237, 4.439], 0.0], [[2.355, 4.659], 0.0], [[2.469, 4.881], 0.0], [[2.562, 5.114], 0.0], [[2.704, 5.32], 0.0], [[2.799, 5.551], 0.0], [[2.696, 5.778], 0.0], [[2.525, 5.961], 0.0], [[2.742, 5.836], 0.0], [[2.503, 5.762], 0.0], [[2.327, 5.939], 0.0], [[2.453, 6.155], 0.0], [[2.696, 6.098], 0.0], [[2.489, 6.238], 0.0], [[2.358, 6.026], 0.0], [[2.577, 5.906], 0.0], [[2.768, 5.744], 0.0], [[3.004, 5.826], 0.0], [[3.0, 6.0], 1.0], [[3.155, 5.804], 0.0], [[3.365, 5.668], 0.0], [[3.519, 5.471], 0.0], [[3.678, 5.279], 0.0], [[3.901, 5.166], 0.0], [[4.0, 5.0], 1.0], [[3.808, 5.16], 0.0], [[3.612, 5.316], 0.0], [[3.416, 5.471], 0.0], [[3.219, 5.625], 0.0], [[3.029, 5.787], 0.0], [[2.84, 5.95], 0.0], [[2.637, 6.097], 0.0], [[2.444, 6.256], 0.0], [[2.259, 6.423], 0.0], [[2.104, 6.62], 0.0], [[1.912, 6.78], 0.0], [[1.71, 6.927], 0.0], [[1.5, 7.062], 0.0], [[1.326, 7.242], 0.0], [[1.122, 7.387], 0.0], [[0.923, 7.538], 0.0], [[0.733, 7.7], 0.0], [[0.559, 7.88], 0.0], [[0.354, 8.023], 0.0], [[0.125, 8.122], 0.0], [[0.0, 8.25], 1]]]",95.44,0,0,0,0,112.686,0,0,116,43,463,0
basic_ca,10,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 1], [[10.0, 2.0], 1], [[10.0, 3.0], 1], [[7.0, 6.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 1], [[7.0, 6.0], 1], [[9.0, 6.0], 1], [[6.0, 10.0], 1], [[11.0, 11.0], 1]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 1], [[7.0, 6.0], 1], [[10.0, 2.0], 1], [[10.0, 3.0], 1], [[11.0, 5.5], 1]], [[[5.5, 11.0], 1], [[3.0, 10.0], 1], [[3.0, 8.0], 2.75], [[7.0, 6.0], 3.75], [[3.0, 6.0], 1], [[2.0, 7.0], 1], [[5.5, 11.0], 1]], [[[8.25, 0.0], 2.0], [[10.0, 2.0], 1], [[10.0, 3.0], 1], [[6.906407832315483, 5.5632620818078635], 0], [[7.0, 6.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 2.25], [[3.0, 10.0], 2.25], [[3.0, 8.0], 1], [[2.0, 7.0], 1], [[2.0, 4.0], 1], [[3.0, 6.0], 1], [[4.0, 5.0], 1], [[0.0, 8.25], 1]]]",94.3,0,0,0,0,98.752,0,0,100.5,51,30,0
,,,,,,,,,,,,,,
no_ca,12,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1], [[6.0, 4.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 2]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]]]",99.83,0,0,0,0,9.179,0,0,9.5,25,2,0
pf_ca,12,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1.0], [[8.159, 0.233], 0.0], [[8.06, 0.462], 0.0], [[7.913, 0.665], 0.0], [[7.798, 0.887], 0.0], [[7.724, 1.125], 0.0], [[7.573, 1.325], 0.0], [[7.408, 1.513], 0.0], [[7.331, 1.751], 0.0], [[7.214, 1.971], 0.0], [[7.072, 2.177], 0.0], [[7.0, 2.417], 0.0], [[6.843, 2.611], 0.0], [[6.724, 2.831], 0.0], [[6.584, 3.038], 0.0], [[6.459, 3.254], 0.0], [[6.338, 3.473], 0.0], [[6.22, 3.693], 0.0], [[6.056, 3.882], 0.0], [[6.0, 4.0], 1.0], [[6.116, 3.778], 0.0], [[6.23, 3.556], 0.0], [[6.346, 3.335], 0.0], [[6.512, 3.148], 0.0], [[6.648, 2.938], 0.0], [[6.793, 2.734], 0.0], [[6.907, 2.512], 0.0], [[7.008, 2.283], 0.0], [[7.134, 2.067], 0.0], [[7.247, 1.844], 0.0], [[7.382, 1.634], 0.0], [[7.47, 1.4], 0.0], [[7.599, 1.186], 0.0], [[7.731, 0.973], 0.0], [[7.804, 0.734], 0.0], [[7.942, 0.526], 0.0], [[8.07, 0.311], 0.0], [[8.147, 0.073], 0.0], [[8.25, 0.0], 1]], [[[0.0, 8.25], 2]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]]]",99.83,0,0,0,0,9.256,0,0,9.5,25,38,0
basic_ca,12,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1], [[6.0, 4.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 2]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]]]",99.83,0,0,0,0,9.179,0,0,9.5,25,2,0
,,,,,,,,,,,,,,
no_ca,16,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1], [[9.0, 4.0], 1], [[5.0, 2.0], 1], [[5.0, 4.0], 1], [[6.0, 3.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1], [[4.0, 7.0], 1], [[3.0, 8.0], 1], [[2.0, 9.0], 1], [[1.0, 4.0], 1], [[0.0, 8.25], 1]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]], [[[2.75, 0.0], 2]], [[[0.0, 2.75], 2]], [[[11.0, 2.75], 2]], [[[2.75, 11.0], 2]]]",98.6,0,0,0,0,32.19,0,0,33,40,10,0
pf_ca,16,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1.0], [[8.308, 0.243], 0.0], [[8.335, 0.492], 0.0], [[8.336, 0.742], 0.0], [[8.43, 0.974], 0.0], [[8.483, 1.218], 0.0], [[8.516, 1.466], 0.0], [[8.629, 1.688], 0.0], [[8.658, 1.937], 0.0], [[8.692, 2.184], 0.0], [[8.722, 2.433], 0.0], [[8.759, 2.68], 0.0], [[8.812, 2.924], 0.0], [[8.873, 3.167], 0.0], [[8.953, 3.403], 0.0], [[8.944, 3.653], 0.0], [[8.956, 3.903], 0.0], [[9.0, 4.0], 1.0], [[8.796, 3.856], 0.0], [[8.556, 3.784], 0.0], [[8.341, 3.657], 0.0], [[8.108, 3.566], 0.0], [[7.884, 3.454], 0.0], [[7.65, 3.368], 0.0], [[7.43, 3.248], 0.0], [[7.213, 3.125], 0.0], [[6.994, 3.004], 0.0], [[6.764, 2.905], 0.0], [[6.552, 2.774], 0.0], [[6.325, 2.669], 0.0], [[6.102, 2.555], 0.0], [[5.867, 2.469], 0.0], [[5.684, 2.3], 0.0], [[5.442, 2.236], 0.0], [[5.222, 2.117], 0.0], [[4.98, 2.181], 0.0], [[5.0, 2.0], 1.0], [[4.995, 2.25], 0.0], [[4.977, 2.499], 0.0], [[5.012, 2.747], 0.0], [[5.007, 2.997], 0.0], [[5.007, 3.247], 0.0], [[4.983, 3.496], 0.0], [[5.014, 3.744], 0.0], [[4.954, 3.986], 0.0], [[5.0, 4.0], 1.0], [[5.195, 3.844], 0.0], [[5.374, 3.669], 0.0], [[5.523, 3.468], 0.0], [[5.703, 3.294], 0.0], [[5.886, 3.125], 0.0], [[6.0, 3.0], 1.0], [[6.155, 2.804], 0.0], [[6.301, 2.601], 0.0], [[6.414, 2.378], 0.0], [[6.557, 2.173], 0.0], [[6.674, 1.952], 0.0], [[6.848, 1.772], 0.0], [[7.025, 1.596], 0.0], [[7.162, 1.386], 0.0], [[7.304, 1.181], 0.0], [[7.466, 0.99], 0.0], [[7.643, 0.814], 0.0], [[7.752, 0.589], 0.0], [[7.916, 0.4], 0.0], [[8.064, 0.199], 0.0], [[8.052, 0.449], 0.0], [[8.151, 0.219], 0.0], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1.0], [[0.23, 8.152], 0.0], [[0.466, 8.071], 0.0], [[0.707, 8.001], 0.0], [[0.942, 7.918], 0.0], [[1.19, 7.883], 0.0], [[1.403, 7.752], 0.0], [[1.649, 7.71], 0.0], [[1.879, 7.61], 0.0], [[2.12, 7.543], 0.0], [[2.354, 7.457], 0.0], [[2.599, 7.405], 0.0], [[2.829, 7.307], 0.0], [[3.075, 7.26], 0.0], [[3.307, 7.168], 0.0], [[3.542, 7.083], 0.0], [[3.792, 7.093], 0.0], [[4.0, 7.0], 1.0], [[3.803, 7.155], 0.0], [[3.662, 7.361], 0.0], [[3.493, 7.545], 0.0], [[3.318, 7.723], 0.0], [[3.126, 7.883], 0.0], [[3.0, 8.0], 1.0], [[2.836, 8.189], 0.0], [[2.632, 8.333], 0.0], [[2.454, 8.509], 0.0], [[2.278, 8.686], 0.0], [[2.149, 8.9], 0.0], [[2.0, 9.0], 1.0], [[1.96, 8.753], 0.0], [[1.921, 8.506], 0.0], [[1.836, 8.271], 0.0], [[1.828, 8.021], 0.0], [[1.816, 7.771], 0.0], [[1.742, 7.533], 0.0], [[1.704, 7.286], 0.0], [[1.669, 7.038], 0.0], [[1.637, 6.79], 0.0], [[1.712, 6.552], 0.0], [[1.686, 6.303], 0.0], [[1.741, 6.059], 0.0], [[1.726, 5.81], 0.0], [[1.806, 5.573], 0.0], [[1.748, 5.329], 0.0], [[1.725, 5.08], 0.0], [[1.636, 4.847], 0.0], [[1.571, 4.605], 0.0], [[1.482, 4.372], 0.0], [[1.323, 4.179], 0.0], [[1.164, 3.986], 0.0], [[1.0, 4.0], 1.0], [[0.965, 4.248], 0.0], [[0.985, 4.497], 0.0], [[0.993, 4.747], 0.0], [[1.037, 4.993], 0.0], [[1.068, 5.241], 0.0], [[1.135, 5.482], 0.0], [[1.159, 5.731], 0.0], [[1.16, 5.981], 0.0], [[1.144, 6.23], 0.0], [[1.111, 6.478], 0.0], [[1.072, 6.725], 0.0], [[1.014, 6.968], 0.0], [[0.924, 7.201], 0.0], [[0.79, 7.412], 0.0], [[0.633, 7.607], 0.0], [[0.471, 7.797], 0.0], [[0.324, 7.999], 0.0], [[0.162, 8.19], 0.0], [[0.0, 8.25], 1]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]], [[[2.75, 0.0], 2]], [[[0.0, 2.75], 2]], [[[11.0, 2.75], 2]], [[[2.75, 11.0], 2]]]",98.6,0,0,0,0,33.664,0,0,34.5,40,138,0
basic_ca,16,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1], [[9.0, 4.0], 1], [[5.0, 2.0], 1], [[5.0, 4.0], 1], [[6.0, 3.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1], [[4.0, 7.0], 1], [[3.0, 8.0], 1], [[2.0, 9.0], 1], [[1.0, 4.0], 1], [[0.0, 8.25], 1]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]], [[[2.75, 0.0], 2]], [[[0.0, 2.75], 2]], [[[11.0, 2.75], 2]], [[[2.75, 11.0], 2]]]",98.6,0,0,0,0,32.19,0,0,33,40,10,0
,,,,,,,,,,,,,,
no_ca,1,"[[[[0.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,2,0,0
pf_ca,1,"[[[[0.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,2,0,0
basic_ca,1,"[[[[0.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,2,0,0
,,,,,,,,,,,,,,
no_ca,2,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,4,0,0
pf_ca,2,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,4,0,0
basic_ca,2,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]]]",100,0,0,0,0,0,0,0,0,4,0,0
,,,,,,,,,,,,,,
no_ca,3,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,6,0,0
pf_ca,3,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,6,0,0
basic_ca,3,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,6,0,0
,,,,,,,,,,,,,,
no_ca,4,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]]]",100,0,0,0,0,0,0,0,0,8,0,0
